#flow_id,protocol,first_seen,last_seen,duration,src_ip,src_port,dst_ip,dst_port,ndpi_proto_num,ndpi_proto,proto_by_ip,server_name_sni,c_to_s_pkts,c_to_s_bytes,c_to_s_goodput_bytes,s_to_c_pkts,s_to_c_bytes,s_to_c_goodput_bytes,data_ratio,str_data_ratio,c_to_s_goodput_ratio,s_to_c_goodput_ratio,iat_flow_min,iat_flow_avg,iat_flow_max,iat_flow_stddev,iat_c_to_s_min,iat_c_to_s_avg,iat_c_to_s_max,iat_c_to_s_stddev,iat_s_to_c_min,iat_s_to_c_avg,iat_s_to_c_max,iat_s_to_c_stddev,pktlen_c_to_s_min,pktlen_c_to_s_avg,pktlen_c_to_s_max,pktlen_c_to_s_stddev,pktlen_s_to_c_min,pktlen_s_to_c_avg,pktlen_s_to_c_max,pktlen_s_to_c_stddev,cwr,ece,urg,ack,psh,rst,syn,fin,c_to_s_cwr,c_to_s_ece,c_to_s_urg,c_to_s_ack,c_to_s_psh,c_to_s_rst,c_to_s_syn,c_to_s_fin,s_to_c_cwr,s_to_c_ece,s_to_c_urg,s_to_c_ack,s_to_c_psh,s_to_c_rst,s_to_c_syn,s_to_c_fin,c_to_s_init_win,s_to_c_init_win,server_info,tls_version,quic_version,ja3s,advertised_alpns,negotiated_alpn,tls_supported_versions,ssh_client_hassh,ssh_server_hassh,flow_info,plen_bins,http_user_agent,label
1,6,1747368910.359,1747368919.273,8.914,24.130.134.221,49701,172.31.14.200,8765,91,TLS,Unknown,,19,1600,346,13,1117,259,0.178,Mixed,21.6,23.2,3,593.6,2934,992.3,0,554.6,2934,974.5,0,975.0,2952,1205.7,66,84.2,125,23.2,66,85.9,105,16.4,0,0,0,32,16,0,0,5,0,0,0,19,8,0,0,4,0,0,0,13,8,0,0,1,0,0,,0,0,,,,,,,,37;62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,,0
4,6,1747368919.451,1747368938.112,18.661,24.130.134.221,49798,172.31.14.200,8765,91,TLS,Unknown,,27,4278,2472,15,2225,1227,0.316,Upload,57.8,55.1,5,847.4,2899,1110.3,0,731.4,2899,1072.4,0,1189.0,2916,1209.0,66,158.4,1514,272.6,66,148.3,576,137.6,0,0,0,41,23,0,2,0,0,0,0,26,12,0,1,0,0,0,0,15,11,0,1,0,78,74,,TLSv1.2,0,,,,TLSv1.3;TLSv1.2,,,,0;66;12;0;4;0;0;0;0;4;4;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0,,0
