#flow_id,protocol,first_seen,last_seen,duration,src_ip,src_port,dst_ip,dst_port,ndpi_proto_num,ndpi_proto,proto_by_ip,server_name_sni,c_to_s_pkts,c_to_s_bytes,c_to_s_goodput_bytes,s_to_c_pkts,s_to_c_bytes,s_to_c_goodput_bytes,data_ratio,str_data_ratio,c_to_s_goodput_ratio,s_to_c_goodput_ratio,iat_flow_min,iat_flow_avg,iat_flow_max,iat_flow_stddev,iat_c_to_s_min,iat_c_to_s_avg,iat_c_to_s_max,iat_c_to_s_stddev,iat_s_to_c_min,iat_s_to_c_avg,iat_s_to_c_max,iat_s_to_c_stddev,pktlen_c_to_s_min,pktlen_c_to_s_avg,pktlen_c_to_s_max,pktlen_c_to_s_stddev,pktlen_s_to_c_min,pktlen_s_to_c_avg,pktlen_s_to_c_max,pktlen_s_to_c_stddev,cwr,ece,urg,ack,psh,rst,syn,fin,c_to_s_cwr,c_to_s_ece,c_to_s_urg,c_to_s_ack,c_to_s_psh,c_to_s_rst,c_to_s_syn,c_to_s_fin,s_to_c_cwr,s_to_c_ece,s_to_c_urg,s_to_c_ack,s_to_c_psh,s_to_c_rst,s_to_c_syn,s_to_c_fin,c_to_s_init_win,s_to_c_init_win,server_info,tls_version,quic_version,ja3s,advertised_alpns,negotiated_alpn,tls_supported_versions,ssh_client_hassh,ssh_server_hassh,flow_info,plen_bins,http_user_agent,label
1,6,1747411995.13,1747412005.517,10.387,24.130.134.221,60239,172.31.14.200,8765,91.0,TLS,Unknown,,14,1204,280,7,663,201,0.29,Upload,23.2,30.3,15,1151.1,2935,1284.1,0,939.5,2935,1245.2,0,1865.8,2955,1114.8,66,86.0,125,24.9,66,94.7,105,13.0,0,0,0,21,12,0,0,2,0,0,0,14,6,0,0,1,0,0,0,7,6,0,0,1,0,0,,0,0,,,,,,,,33;66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,,0
4,6,1747412005.71,1747412023.003,17.293,24.130.134.221,60362,172.31.14.200,8765,91.0,TLS,Unknown,,25,2659,985,13,2090,1224,0.12,Mixed,37.0,58.5,4,790.1,2828,1056.5,0,714.3,2828,1031.7,4,1476.1,2844,1111.8,66,106.4,358,63.0,66,160.8,576,143.8,0,0,0,37,22,0,2,0,0,0,0,24,11,0,1,0,0,0,0,13,11,0,1,0,78,74,,0,0,,,,,,,,0;68;13;0;4;0;0;0;0;4;4;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,,0
6,6,1747412022.935,1747412022.936,0.001,172.31.14.200,39076,169.254.169.254,80,7.0,HTTP,Unknown,169.254.169.254,5,585,247,5,864,526,-0.193,Mixed,42.2,60.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,66,117.0,313,98.0,66,172.8,592,209.6,0,0,0,9,2,0,2,2,0,0,0,4,1,0,1,1,0,0,0,5,1,0,1,1,74,74,,0,0,,,,,,,,0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,aws-sdk-go/1.55.5 (go1.22.11; linux; amd64),0
9,6,1747412022.939,1747412022.978,0.039,172.31.14.200,46764,52.119.176.180,443,91.265,TLS.AmazonAWS,AmazonAWS,ssm.us-west-1.amazonaws.com,15,3901,3071,16,3450,2538,0.061,Mixed,78.7,73.5,1,7.0,31,12.0,0,0.3,1,0.4,0,2.6,31,8.2,54,260.1,1262,391.4,60,215.6,1514,347.6,0,0,0,30,15,0,2,0,0,0,0,14,7,0,1,0,0,0,0,16,8,0,1,0,74,66,,TLSv1.3,0,f4febc55ea12b31ae17cfb7e614afda8,h2;http/1.1,,TLSv1.3;TLSv1.2,,,,12;25;6;0;6;6;0;0;18;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;6;0;0;0;0;0;0;0;6;0;0,,0
