#flow_id|protocol|first_seen|last_seen|duration|src_ip|src_port|dst_ip|dst_port|ndpi_proto_num|ndpi_proto|proto_by_ip|server_name_sni|c_to_s_pkts|c_to_s_bytes|c_to_s_goodput_bytes|s_to_c_pkts|s_to_c_bytes|s_to_c_goodput_bytes|data_ratio|str_data_ratio|c_to_s_goodput_ratio|s_to_c_goodput_ratio|iat_flow_min|iat_flow_avg|iat_flow_max|iat_flow_stddev|iat_c_to_s_min|iat_c_to_s_avg|iat_c_to_s_max|iat_c_to_s_stddev|iat_s_to_c_min|iat_s_to_c_avg|iat_s_to_c_max|iat_s_to_c_stddev|pktlen_c_to_s_min|pktlen_c_to_s_avg|pktlen_c_to_s_max|pktlen_c_to_s_stddev|pktlen_s_to_c_min|pktlen_s_to_c_avg|pktlen_s_to_c_max|pktlen_s_to_c_stddev|cwr|ece|urg|ack|psh|rst|syn|fin|c_to_s_cwr|c_to_s_ece|c_to_s_urg|c_to_s_ack|c_to_s_psh|c_to_s_rst|c_to_s_syn|c_to_s_fin|s_to_c_cwr|s_to_c_ece|s_to_c_urg|s_to_c_ack|s_to_c_psh|s_to_c_rst|s_to_c_syn|s_to_c_fin|c_to_s_init_win|s_to_c_init_win|server_info|tls_version|quic_version|ja3s|advertised_alpns|negotiated_alpn|tls_supported_versions|ssh_client_hassh|ssh_server_hassh|flow_info|plen_bins|http_user_agent
8|17|1746931917.700|1746931917.700|0.000|172.31.14.200|49995|172.31.0.2|53|5|DNS|Unknown|ssm.us-west-1.amazonaws.com|1|98|56|1|114|72|-0.075|Mixed|56.6|62.6|0|0.0|0|0.0|0|0.0|0|0.0|0|0.0|0|0.0|98|98.0|98|0.0|114|114.0|114|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|||||||52.119.176.180|0;50;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0|
3|17|1746931897.943|1746931897.943|0.000|172.31.14.200|42954|169.254.169.123|123|9|NTP|Unknown||1|90|48|1|90|48|0.000|Mixed|52.7|52.7|0|0.0|0|0.0|0|0.0|0|0.0|0|0.0|0|0.0|90|90.0|90|0.0|90|90.0|90|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0||||||||0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0|
0|6|1746931886.688|1746931886.733|0.045|172.31.14.200|22|24.130.134.221|55002|92|SSH|Unknown||4|488|224|4|264|0|0.298|Upload|45.8|0.0|5|8.4|13|3.2|0|8.3|25|11.8|5|10.7|22|8.0|110|122.0|142|13.3|66|66.0|66|0.0|0|0|0|8|4|0|0|0|0|0|0|4|4|0|0|0|0|0|0|4|0|0|0|0|0|0||0|0||||||||0;75;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0|
13|17|1746931946.657|1746931946.658|0.001|172.31.14.200|50129|169.254.169.123|123|9|NTP|Unknown||1|90|48|1|90|48|0.000|Mixed|52.7|52.7|1|1.0|1|0.0|0|0.0|0|0.0|0|0.0|0|0.0|90|90.0|90|0.0|90|90.0|90|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0||||||||0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0|
2|6|1746931888.344|1746931944.820|56.476|172.31.14.200|22|24.130.134.221|55009|92|SSH|Unknown||28|4856|3008|28|1848|0|0.449|Upload|61.9|0.0|4|916.0|4232|1142.0|19|2077.7|4253|814.6|19|2076.9|4246|817.0|158|173.4|174|3.0|66|66.0|66|0.0|0|0|0|56|28|0|0|0|0|0|0|28|28|0|0|0|0|0|0|28|0|0|0|0|0|0||0|0||||||||0;0;3;96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0|
4|17|1746931914.249|1746931914.249|0.000|172.31.14.200|59364|169.254.169.123|123|9|NTP|Unknown||1|90|48|1|90|48|0.000|Mixed|52.7|52.7|0|0.0|0|0.0|0|0.0|0|0.0|0|0.0|0|0.0|90|90.0|90|0.0|90|90.0|90|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0||||||||0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0|
7|17|1746931917.699|1746931917.700|0.001|172.31.14.200|35769|172.31.0.2|53|5|DNS|Unknown|ssm.us-west-1.amazonaws.com|1|98|56|1|180|138|-0.295|Download|56.6|76.2|0|0.0|0|0.0|0|0.0|0|0.0|0|0.0|0|0.0|98|98.0|98|0.0|180|180.0|180|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|||||||0.0.0.0|0;50;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0|
5|6|1746931917.693|1746931917.695|0.002|172.31.14.200|55848|169.254.169.254|80|7|HTTP|Unknown|169.254.169.254|5|585|247|5|865|527|-0.193|Mixed|42.2|60.9|0|0.0|0|0.0|0|0.2|1|0.4|0|0.0|0|0.0|66|117.0|313|98.0|66|173.0|593|210.0|0|0|0|9|2|0|2|2|0|0|0|4|1|0|1|1|0|0|0|5|1|0|1|1|74|74||0|0||||||||0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0|aws-sdk-go/1.55.5 (go1.22.11; linux; amd64)
6|6|1746931917.695|1746931917.698|0.003|172.31.14.200|55850|169.254.169.254|80|7|HTTP|Unknown|169.254.169.254|5|618|280|4|272|0|0.389|Upload|45.2|0.0|1|1.0|1|0.0|0|0.2|1|0.4|1|0.5|1|0.5|66|123.6|346|111.2|66|68.0|74|3.5|0|0|0|8|1|0|2|2|0|0|0|4|1|0|1|1|0|0|0|4|0|0|1|1|74|74||0|0||||||||0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0|aws-sdk-go/1.55.5 (go1.22.11; linux; amd64)
11|17|1746931930.348|1746931930.348|0.000|172.31.14.200|48365|169.254.169.123|123|9|NTP|Unknown||1|90|48|1|90|48|0.000|Mixed|52.7|52.7|0|0.0|0|0.0|0|0.0|0|0.0|0|0.0|0|0.0|90|90.0|90|0.0|90|90.0|90|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0||||||||0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0|
