#flow_id,protocol,first_seen,last_seen,duration,src_ip,src_port,dst_ip,dst_port,ndpi_proto_num,ndpi_proto,proto_by_ip,server_name_sni,c_to_s_pkts,c_to_s_bytes,c_to_s_goodput_bytes,s_to_c_pkts,s_to_c_bytes,s_to_c_goodput_bytes,data_ratio,str_data_ratio,c_to_s_goodput_ratio,s_to_c_goodput_ratio,iat_flow_min,iat_flow_avg,iat_flow_max,iat_flow_stddev,iat_c_to_s_min,iat_c_to_s_avg,iat_c_to_s_max,iat_c_to_s_stddev,iat_s_to_c_min,iat_s_to_c_avg,iat_s_to_c_max,iat_s_to_c_stddev,pktlen_c_to_s_min,pktlen_c_to_s_avg,pktlen_c_to_s_max,pktlen_c_to_s_stddev,pktlen_s_to_c_min,pktlen_s_to_c_avg,pktlen_s_to_c_max,pktlen_s_to_c_stddev,cwr,ece,urg,ack,psh,rst,syn,fin,c_to_s_cwr,c_to_s_ece,c_to_s_urg,c_to_s_ack,c_to_s_psh,c_to_s_rst,c_to_s_syn,c_to_s_fin,s_to_c_cwr,s_to_c_ece,s_to_c_urg,s_to_c_ack,s_to_c_psh,s_to_c_rst,s_to_c_syn,s_to_c_fin,c_to_s_init_win,s_to_c_init_win,server_info,tls_version,quic_version,ja3s,advertised_alpns,negotiated_alpn,tls_supported_versions,ssh_client_hassh,ssh_server_hassh,flow_info,plen_bins,http_user_agent,label
2,6,1747189049.53,1747189070.796,21.266,24.130.134.221,65193,172.31.14.200,8765,7.251,HTTP.WebSocket,Unknown,54.176.21.146,101,7376,698,93,7100,954,0.019,Mixed,9.5,13.4,6,108.4,2007,286.4,0,196.1,2007,378.5,0,194.8,2021,336.6,66,73.0,336,31.8,66,76.3,371,30.9,0,0,0,193,97,0,2,2,0,0,0,100,9,0,1,1,0,0,0,93,88,0,1,1,78,74,,0,0,,,,,,,,92;0;4;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,Python/3.13 websockets/15.0.1,1
5,6,1747189072.033,1747189091.773,19.74,24.130.134.221,65239,172.31.14.200,8765,7.251,HTTP.WebSocket,Unknown,54.176.21.146,97,7090,676,91,6956,942,0.01,Mixed,9.5,13.5,4,93.2,2024,274.7,0,173.7,2024,372.1,0,164.5,2030,320.4,66,73.1,336,32.4,66,76.4,371,31.2,0,0,0,187,93,0,2,2,0,0,0,96,7,0,1,1,0,0,0,91,86,0,1,1,78,74,,0,0,,,,,,,,92;2;2;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,Python/3.13 websockets/15.0.1,1
11,6,1747189093.036,1747189099.119,6.083,24.130.134.221,65272,172.31.14.200,8765,7.251,HTTP.WebSocket,Unknown,54.176.21.146,37,2909,455,34,2815,563,0.016,Mixed,15.6,20.0,5,65.3,182,63.4,5,118.9,202,67.5,0,126.9,198,57.3,66,78.6,336,47.9,66,82.8,371,50.3,0,0,0,70,35,0,2,0,0,0,0,36,3,0,1,0,0,0,0,34,32,0,1,0,78,74,,0,0,,,,,,,,88;0;2;2;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,Python/3.13 websockets/15.0.1,1
10,6,1747189089.582,1747189098.614,9.032,172.31.14.200,43486,52.119.180.144,443,91.265,TLS.AmazonAWS,AmazonAWS,ssm.us-west-1.amazonaws.com,16,3979,3095,21,2314,1102,0.265,Upload,77.8,47.6,28,4513.5,8999,4485.5,0,749.9,8999,2487.2,0,564.2,8999,2177.9,54,248.7,1262,381.5,60,110.2,340,85.7,0,0,0,36,17,0,2,2,0,0,0,15,8,0,1,1,0,0,0,21,9,0,1,1,74,66,,TLSv1.3,0,f4febc55ea12b31ae17cfb7e614afda8,h2;http/1.1,,TLSv1.3;TLSv1.2,,,,23;23;5;0;5;5;0;0;17;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;5;0;0;0;0;0;0;0;0;0;0,,1
7,6,1747189089.576,1747189089.577,0.001,172.31.14.200,49768,169.254.169.254,80,7.0,HTTP,Unknown,169.254.169.254,5,585,247,5,864,526,-0.193,Mixed,42.2,60.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,66,117.0,313,98.0,66,172.8,592,209.6,0,0,0,9,2,0,2,2,0,0,0,4,1,0,1,1,0,0,0,5,1,0,1,1,74,74,,0,0,,,,,,,,0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,aws-sdk-go/1.55.5 (go1.22.11; linux; amd64),1
