#flow_id,protocol,first_seen,last_seen,duration,src_ip,src_port,dst_ip,dst_port,ndpi_proto_num,ndpi_proto,proto_by_ip,server_name_sni,c_to_s_pkts,c_to_s_bytes,c_to_s_goodput_bytes,s_to_c_pkts,s_to_c_bytes,s_to_c_goodput_bytes,data_ratio,str_data_ratio,c_to_s_goodput_ratio,s_to_c_goodput_ratio,iat_flow_min,iat_flow_avg,iat_flow_max,iat_flow_stddev,iat_c_to_s_min,iat_c_to_s_avg,iat_c_to_s_max,iat_c_to_s_stddev,iat_s_to_c_min,iat_s_to_c_avg,iat_s_to_c_max,iat_s_to_c_stddev,pktlen_c_to_s_min,pktlen_c_to_s_avg,pktlen_c_to_s_max,pktlen_c_to_s_stddev,pktlen_s_to_c_min,pktlen_s_to_c_avg,pktlen_s_to_c_max,pktlen_s_to_c_stddev,cwr,ece,urg,ack,psh,rst,syn,fin,c_to_s_cwr,c_to_s_ece,c_to_s_urg,c_to_s_ack,c_to_s_psh,c_to_s_rst,c_to_s_syn,c_to_s_fin,s_to_c_cwr,s_to_c_ece,s_to_c_urg,s_to_c_ack,s_to_c_psh,s_to_c_rst,s_to_c_syn,s_to_c_fin,c_to_s_init_win,s_to_c_init_win,server_info,tls_version,quic_version,ja3s,advertised_alpns,negotiated_alpn,tls_supported_versions,ssh_client_hassh,ssh_server_hassh,flow_info,plen_bins,http_user_agent,label
1,6,1749654034.371,1749654034.494,0.123,3.212.149.75,443,172.31.14.200,37504,91.0,TLS,AmazonAWS,,3,595,397,4,240,0,0.425,Upload,66.6,0.0,10,40.7,72,25.3,0,61.5,123,61.5,0,0.0,0,0.0,66,198.3,432,165.7,54,60.0,66,6.0,0,0,0,5,2,2,0,2,0,0,0,3,2,0,0,1,0,0,0,2,0,2,0,1,0,0,,0,0,,,,,,,,50;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,,0
7,6,1749654034.606,1749654035.041,0.435,172.31.14.200,37506,3.212.149.75,443,91.0,TLS,AmazonAWS,httpbin.org,11,1527,817,8,2058,1522,-0.148,Mixed,53.5,73.9,1,47.9,72,29.1,0,39.9,112,40.2,0,72.0,115,39.5,54,138.8,583,152.4,66,257.2,1140,353.3,0,0,0,16,7,2,2,2,0,0,0,8,3,2,1,1,0,0,0,8,4,0,1,1,74,74,,TLSv1.2,0,,http/1.1,,TLSv1.3;TLSv1.2,,,,14;14;0;14;0;14;0;0;0;0;0;14;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0,,0
16,6,1749654036.024,1749654036.071,0.047,172.31.14.200,42444,23.192.228.4,443,91.0,TLS,Unknown,www.example.com,10,1409,765,8,2217,1681,-0.223,Download,54.3,75.8,1,5.1,28,8.7,0,5.0,28,8.8,0,8.8,37,14.3,54,140.9,583,156.9,66,277.1,1149,350.3,0,0,0,15,7,2,2,2,0,0,0,7,3,2,1,1,0,0,0,8,4,0,1,1,74,74,,TLSv1.2,0,,http/1.1,,TLSv1.3;TLSv1.2,,,,14;0;14;0;0;14;0;0;28;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0,,0
11,6,1749654035.152,1749654035.588,0.436,172.31.14.200,37510,3.212.149.75,443,91.0,TLS,AmazonAWS,httpbin.org,11,1527,817,8,2058,1522,-0.148,Mixed,53.5,73.9,1,47.9,72,29.2,0,40.0,113,40.4,0,72.2,115,39.5,54,138.8,583,152.4,66,257.2,1140,353.3,0,0,0,16,7,2,2,2,0,0,0,8,3,2,1,1,0,0,0,8,4,0,1,1,74,74,,TLSv1.2,0,,http/1.1,,TLSv1.3;TLSv1.2,,,,14;14;0;14;0;14;0;0;0;0;0;14;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0,,0
34,6,1749654038.223,1749654038.266,0.043,172.31.14.200,42446,23.192.228.4,443,91.0,TLS,Unknown,www.example.com,10,1409,765,9,2283,1681,-0.237,Download,54.3,73.6,1,4.4,26,8.2,0,4.5,26,8.2,0,6.0,28,10.0,54,140.9,583,156.9,66,253.7,1149,336.9,0,0,0,16,7,2,2,2,0,0,0,7,3,2,1,1,0,0,0,9,4,0,1,1,74,74,,TLSv1.2,0,,http/1.1,,TLSv1.3;TLSv1.2,,,,14;0;14;0;0;14;0;0;28;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0,,0
23,6,1749654036.796,1749654037.234,0.438,172.31.14.200,37526,3.212.149.75,443,91.0,TLS,AmazonAWS,httpbin.org,11,1527,817,8,2058,1522,-0.148,Mixed,53.5,73.9,1,47.9,73,29.5,0,39.9,113,40.5,0,72.4,115,39.6,54,138.8,583,152.4,66,257.2,1140,353.3,0,0,0,16,7,2,2,2,0,0,0,8,3,2,1,1,0,0,0,8,4,0,1,1,74,74,,TLSv1.2,0,,http/1.1,,TLSv1.3;TLSv1.2,,,,14;14;0;14;0;14;0;0;0;0;0;14;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0,,0
2,6,1749654034.372,1749654034.374,0.002,172.31.14.200,40324,198.35.26.96,443,91.0,TLS,Unknown,,3,174,0,2,156,24,0.055,Mixed,0.0,15.3,2,2.0,2,0.0,0,1.0,2,1.0,0,0.0,0,0.0,54,58.0,66,5.7,66,78.0,90,12.0,0,0,0,3,1,2,0,2,0,0,0,1,0,2,0,1,0,0,0,2,1,0,0,1,0,0,,0,0,,,,,,,,100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,,0
5,6,1749654034.559,1749654034.93,0.371,172.31.14.200,40326,198.35.26.96,443,91.176,TLS.Wikipedia,Unknown,www.wikipedia.org,13,1593,751,6,2418,2014,-0.206,Download,47.1,83.3,1,45.1,323,105.4,0,32.9,323,92.1,0,121.7,328,146.7,54,122.5,583,141.2,66,403.0,1514,510.4,0,0,0,16,7,2,2,2,0,0,0,10,3,2,1,1,0,0,0,6,4,0,1,1,74,74,,TLSv1.2,0,,http/1.1,,TLSv1.3;TLSv1.2,,,,14;0;14;0;0;14;0;0;28;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0,,0
31,6,1749654037.898,1749654038.336,0.438,172.31.14.200,37540,3.212.149.75,443,91.0,TLS,AmazonAWS,httpbin.org,11,1527,817,8,2058,1522,-0.148,Mixed,53.5,73.9,1,48.1,72,28.8,0,40.2,113,40.2,0,72.6,119,40.3,54,138.8,583,152.4,66,257.2,1140,353.3,0,0,0,16,7,2,2,2,0,0,0,8,3,2,1,1,0,0,0,8,4,0,1,1,74,74,,TLSv1.2,0,,http/1.1,,TLSv1.3;TLSv1.2,,,,14;14;0;14;0;14;0;0;0;0;0;14;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0,,0
4,6,1749654034.379,1749654034.425,0.046,172.31.14.200,50662,23.192.228.15,443,91.0,TLS,Unknown,www.example.com,10,1409,765,9,2283,1681,-0.237,Download,54.3,73.6,1,5.1,31,9.8,0,5.1,31,9.8,0,7.0,33,11.8,54,140.9,583,156.9,66,253.7,1149,336.9,0,0,0,16,7,2,2,2,0,0,0,7,3,2,1,1,0,0,0,9,4,0,1,1,74,74,,TLSv1.2,0,,http/1.1,,TLSv1.3;TLSv1.2,,,,14;0;14;0;0;14;0;0;28;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0,,0
