#flow_id,protocol,first_seen,last_seen,duration,src_ip,src_port,dst_ip,dst_port,ndpi_proto_num,ndpi_proto,proto_by_ip,server_name_sni,c_to_s_pkts,c_to_s_bytes,c_to_s_goodput_bytes,s_to_c_pkts,s_to_c_bytes,s_to_c_goodput_bytes,data_ratio,str_data_ratio,c_to_s_goodput_ratio,s_to_c_goodput_ratio,iat_flow_min,iat_flow_avg,iat_flow_max,iat_flow_stddev,iat_c_to_s_min,iat_c_to_s_avg,iat_c_to_s_max,iat_c_to_s_stddev,iat_s_to_c_min,iat_s_to_c_avg,iat_s_to_c_max,iat_s_to_c_stddev,pktlen_c_to_s_min,pktlen_c_to_s_avg,pktlen_c_to_s_max,pktlen_c_to_s_stddev,pktlen_s_to_c_min,pktlen_s_to_c_avg,pktlen_s_to_c_max,pktlen_s_to_c_stddev,cwr,ece,urg,ack,psh,rst,syn,fin,c_to_s_cwr,c_to_s_ece,c_to_s_urg,c_to_s_ack,c_to_s_psh,c_to_s_rst,c_to_s_syn,c_to_s_fin,s_to_c_cwr,s_to_c_ece,s_to_c_urg,s_to_c_ack,s_to_c_psh,s_to_c_rst,s_to_c_syn,s_to_c_fin,c_to_s_init_win,s_to_c_init_win,server_info,tls_version,quic_version,ja3s,advertised_alpns,negotiated_alpn,tls_supported_versions,ssh_client_hassh,ssh_server_hassh,flow_info,plen_bins,http_user_agent,label
6,6,1749653891.799,1749653891.842,0.043,172.31.14.200,60316,23.192.228.15,443,91.0,TLS,Unknown,www.example.com,10,1409,765,9,2283,1681,-0.237,Download,54.3,73.6,1,4.3,26,7.7,0,4.9,26,8.1,0,6.5,28,9.9,54,140.9,583,156.9,66,253.7,1149,336.9,0,0,0,16,7,2,2,2,0,0,0,7,3,2,1,1,0,0,0,9,4,0,1,1,74,74,,TLSv1.2,0,,http/1.1,,TLSv1.3;TLSv1.2,,,,14;0;14;0;0;14;0;0;28;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0,,0
10,6,1749653892.349,1749653892.391,0.042,172.31.14.200,60322,23.192.228.15,443,91.0,TLS,Unknown,www.example.com,10,1409,765,8,2217,1681,-0.223,Download,54.3,75.8,1,5.4,27,8.9,0,4.8,27,8.5,0,8.0,36,14.0,54,140.9,583,156.9,66,277.1,1149,350.3,0,0,0,15,7,2,2,2,0,0,0,7,3,2,1,1,0,0,0,8,4,0,1,1,74,74,,TLSv1.2,0,,http/1.1,,TLSv1.3;TLSv1.2,,,,14;0;14;0;0;14;0;0;28;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0,,0
27,6,1749653894.535,1749653894.578,0.043,172.31.14.200,60328,23.192.228.15,443,91.0,TLS,Unknown,www.example.com,10,1409,765,8,2217,1681,-0.223,Download,54.3,75.8,1,4.5,26,8.2,0,4.4,26,8.2,0,7.6,34,13.2,54,140.9,583,156.9,66,277.1,1149,350.3,0,0,0,15,7,2,2,2,0,0,0,7,3,2,1,1,0,0,0,8,4,0,1,1,74,74,,TLSv1.2,0,,http/1.1,,TLSv1.3;TLSv1.2,,,,14;0;14;0;0;14;0;0;28;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0,,0
31,6,1749653895.078,1749653895.124,0.046,172.31.14.200,60330,23.192.228.15,443,91.0,TLS,Unknown,www.example.com,10,1409,765,9,2283,1681,-0.237,Download,54.3,73.6,1,4.8,27,8.4,0,4.6,27,8.5,0,6.5,29,10.3,54,140.9,583,156.9,66,253.7,1149,336.9,0,0,0,16,7,2,2,2,0,0,0,7,3,2,1,1,0,0,0,9,4,0,1,1,74,74,,TLSv1.2,0,,http/1.1,,TLSv1.3;TLSv1.2,,,,14;0;14;0;0;14;0;0;28;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0,,0
35,6,1749653895.632,1749653895.673,0.041,172.31.14.200,60334,23.192.228.15,443,91.0,TLS,Unknown,www.example.com,10,1409,765,8,2217,1681,-0.223,Download,54.3,75.8,1,5.3,27,8.9,0,4.6,27,8.5,0,7.6,35,13.7,54,140.9,583,156.9,66,277.1,1149,350.3,0,0,0,15,7,2,2,2,0,0,0,7,3,2,1,1,0,0,0,8,4,0,1,1,74,74,,TLSv1.2,0,,http/1.1,,TLSv1.3;TLSv1.2,,,,14;0;14;0;0;14;0;0;28;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0,,0
2,6,1749653891.43,1749653891.799,0.369,172.31.14.200,34166,198.35.26.96,443,91.176,TLS.Wikipedia,Unknown,www.wikipedia.org,13,1593,751,6,2418,2014,-0.206,Download,47.1,83.3,1,45.1,319,103.9,0,32.9,319,90.8,0,121.3,324,144.2,54,122.5,583,141.2,66,403.0,1514,510.4,0,0,0,16,6,2,2,2,0,0,0,10,3,2,1,1,0,0,0,6,3,0,1,1,74,74,,TLSv1.2,0,,http/1.1,,TLSv1.3;TLSv1.2,,,,14;0;14;0;0;14;0;0;28;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0,,0
1,6,1749653891.318,1749653891.318,0.0,3.212.149.75,443,172.31.14.200,34956,91.0,TLS,AmazonAWS,,2,163,31,2,108,0,0.203,Upload,18.9,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,66,81.5,97,15.5,54,54.0,54,0.0,0,0,0,2,1,2,0,1,0,0,0,2,1,0,0,1,0,0,0,0,0,2,0,0,0,0,,0,0,,,,,,,,100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,,0
5,6,1749653891.479,1749653891.91,0.431,172.31.14.200,34966,3.212.149.75,443,91.0,TLS,AmazonAWS,httpbin.org,11,1527,817,8,2058,1522,-0.148,Mixed,53.5,73.9,1,47.3,71,28.7,0,39.6,112,40.0,0,71.2,114,39.2,54,138.8,583,152.4,66,257.2,1140,353.3,0,0,0,16,7,2,2,2,0,0,0,8,3,2,1,1,0,0,0,8,4,0,1,1,74,74,,TLSv1.2,0,,http/1.1,,TLSv1.3;TLSv1.2,,,,14;14;0;14;0;14;0;0;0;0;0;14;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0,,0
7,6,1749653891.974,1749653892.348,0.374,172.31.14.200,34178,198.35.26.96,443,91.176,TLS.Wikipedia,Unknown,www.wikipedia.org,12,1527,751,6,2418,2014,-0.226,Download,49.1,83.3,1,46.0,327,106.6,0,36.8,327,97.1,0,123.3,333,149.0,54,127.2,583,146.0,66,403.0,1514,510.4,0,0,0,15,6,2,2,2,0,0,0,9,3,2,1,1,0,0,0,6,3,0,1,1,74,74,,TLSv1.2,0,,http/1.1,,TLSv1.3;TLSv1.2,,,,14;0;14;0;0;14;0;0;28;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0,,0
11,6,1749653892.525,1749653892.896,0.371,172.31.14.200,34180,198.35.26.96,443,91.176,TLS.Wikipedia,Unknown,www.wikipedia.org,14,1659,751,6,2418,2014,-0.186,Mixed,45.2,83.3,1,45.8,325,105.9,0,30.5,325,89.1,0,122.0,330,147.8,54,118.5,583,136.8,66,403.0,1514,510.4,0,0,0,17,6,2,2,2,0,0,0,11,3,2,1,1,0,0,0,6,3,0,1,1,74,74,,TLSv1.2,0,,http/1.1,,TLSv1.3;TLSv1.2,,,,14;0;14;0;0;14;0;0;28;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0,,0
17,6,1749653893.122,1749653893.552,0.43,172.31.14.200,34974,3.212.149.75,443,91.0,TLS,AmazonAWS,httpbin.org,11,1527,817,8,2058,1522,-0.148,Mixed,53.5,73.9,1,47.1,71,29.0,0,39.3,111,40.0,0,71.2,113,39.0,54,138.8,583,152.4,66,257.2,1140,353.3,0,0,0,16,7,2,2,2,0,0,0,8,3,2,1,1,0,0,0,8,4,0,1,1,74,74,,TLSv1.2,0,,http/1.1,,TLSv1.3;TLSv1.2,,,,14;14;0;14;0;14;0;0;0;0;0;14;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0,,0
15,6,1749653893.077,1749653893.441,0.364,172.31.14.200,34192,198.35.26.96,443,91.176,TLS.Wikipedia,Unknown,www.wikipedia.org,13,1593,751,7,3932,3462,-0.423,Download,47.1,88.0,1,39.9,318,98.7,0,32.7,318,90.6,0,90.0,323,135.4,54,122.5,583,141.2,66,561.7,1514,611.9,0,0,0,17,6,2,2,2,0,0,0,10,3,2,1,1,0,0,0,7,3,0,1,1,74,74,,TLSv1.2,0,,http/1.1,,TLSv1.3;TLSv1.2,,,,12;0;12;0;0;12;0;0;25;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0,,0
20,6,1749653893.617,1749653893.99,0.373,172.31.14.200,34196,198.35.26.96,443,91.176,TLS.Wikipedia,Unknown,www.wikipedia.org,14,1659,751,6,2418,2014,-0.186,Mixed,45.2,83.3,1,45.9,325,105.9,0,30.6,325,89.1,0,122.3,329,147.0,54,118.5,583,136.8,66,403.0,1514,510.4,0,0,0,17,6,2,2,2,0,0,0,11,3,2,1,1,0,0,0,6,3,0,1,1,74,74,,TLSv1.2,0,,http/1.1,,TLSv1.3;TLSv1.2,,,,14;0;14;0;0;14;0;0;28;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0,,0
24,6,1749653894.165,1749653894.536,0.371,172.31.14.200,34200,198.35.26.96,443,91.176,TLS.Wikipedia,Unknown,www.wikipedia.org,13,1593,751,7,3932,3462,-0.423,Download,47.1,88.0,1,45.6,321,104.5,0,33.3,321,91.4,0,91.0,324,135.4,54,122.5,583,141.2,66,561.7,1514,611.9,0,0,0,17,7,2,2,2,0,0,0,10,3,2,1,1,0,0,0,7,4,0,1,1,74,74,,TLSv1.2,0,,http/1.1,,TLSv1.3;TLSv1.2,,,,12;0;12;0;0;12;0;0;25;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0,,0
