#flow_id,protocol,first_seen,last_seen,duration,src_ip,src_port,dst_ip,dst_port,ndpi_proto_num,ndpi_proto,proto_by_ip,server_name_sni,c_to_s_pkts,c_to_s_bytes,c_to_s_goodput_bytes,s_to_c_pkts,s_to_c_bytes,s_to_c_goodput_bytes,data_ratio,str_data_ratio,c_to_s_goodput_ratio,s_to_c_goodput_ratio,iat_flow_min,iat_flow_avg,iat_flow_max,iat_flow_stddev,iat_c_to_s_min,iat_c_to_s_avg,iat_c_to_s_max,iat_c_to_s_stddev,iat_s_to_c_min,iat_s_to_c_avg,iat_s_to_c_max,iat_s_to_c_stddev,pktlen_c_to_s_min,pktlen_c_to_s_avg,pktlen_c_to_s_max,pktlen_c_to_s_stddev,pktlen_s_to_c_min,pktlen_s_to_c_avg,pktlen_s_to_c_max,pktlen_s_to_c_stddev,cwr,ece,urg,ack,psh,rst,syn,fin,c_to_s_cwr,c_to_s_ece,c_to_s_urg,c_to_s_ack,c_to_s_psh,c_to_s_rst,c_to_s_syn,c_to_s_fin,s_to_c_cwr,s_to_c_ece,s_to_c_urg,s_to_c_ack,s_to_c_psh,s_to_c_rst,s_to_c_syn,s_to_c_fin,c_to_s_init_win,s_to_c_init_win,server_info,tls_version,quic_version,ja3s,advertised_alpns,negotiated_alpn,tls_supported_versions,ssh_client_hassh,ssh_server_hassh,flow_info,plen_bins,http_user_agent,label
7,6,1749653939.319,1749653940.891,1.572,172.31.14.200,59238,52.202.28.30,443,91.0,TLS,AmazonAWS,httpbin.org,11,1527,817,10,2419,1751,-0.226,Download,53.5,72.4,1,174.0,1088,324.6,0,186.6,1204,385.6,0,213.6,1088,360.0,54,138.8,583,152.4,66,241.9,1140,320.6,0,0,0,18,8,2,2,2,0,0,0,8,3,2,1,1,0,0,0,10,5,0,1,1,74,74,,TLSv1.2,0,,http/1.1,,TLSv1.3;TLSv1.2,,,,12;12;0;12;0;12;0;0;12;0;12;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0,,0
13,6,1749653941.007,1749653941.783,0.776,172.31.14.200,59248,52.202.28.30,443,91.0,TLS,AmazonAWS,httpbin.org,11,1527,817,9,2324,1722,-0.207,Download,53.5,74.1,1,77.0,303,82.3,0,77.8,457,137.5,0,117.2,303,91.8,54,138.8,583,152.4,66,258.2,1140,356.7,0,0,0,17,7,2,2,2,0,0,0,8,3,2,1,1,0,0,0,9,4,0,1,1,74,74,,TLSv1.2,0,,http/1.1,,TLSv1.3;TLSv1.2,,,,14;14;0;14;0;14;0;0;0;0;0;0;0;0;0;0;14;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0,,0
17,6,1749653941.898,1749653942.257,0.359,172.31.14.200,59260,52.202.28.30,443,91.0,TLS,AmazonAWS,httpbin.org,7,1287,817,6,1529,1125,-0.086,Mixed,63.4,73.5,1,59.2,114,36.2,0,34.0,71,31.7,0,71.5,115,44.0,66,183.9,583,175.8,66,254.8,1140,396.3,0,0,0,12,5,0,2,0,0,0,0,6,3,0,1,0,0,0,0,6,2,0,1,0,74,74,,TLSv1.2,0,,http/1.1,,TLSv1.3;TLSv1.2,,,,0;20;0;20;0;20;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0,,0
2,6,1749653939.092,1749653939.095,0.003,172.31.14.200,34634,198.35.26.96,443,91.0,TLS,Unknown,,3,174,0,2,156,24,0.055,Mixed,0.0,15.3,2,2.0,2,0.0,0,1.0,2,1.0,0,0.0,0,0.0,54,58.0,66,5.7,66,78.0,90,12.0,0,0,0,3,1,2,0,2,0,0,0,1,0,2,0,1,0,0,0,2,1,0,0,1,0,0,,0,0,,,,,,,,100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,,0
5,6,1749653939.273,1749653940.779,1.506,172.31.14.200,56292,198.35.26.96,443,91.176,TLS.Wikipedia,Unknown,www.wikipedia.org,13,1593,751,6,2418,2014,-0.206,Download,47.1,83.3,1,187.4,1459,480.7,0,136.3,1459,418.4,0,500.3,1464,681.6,54,122.5,583,141.2,66,403.0,1514,510.4,0,0,0,16,6,2,2,2,0,0,0,10,3,2,1,1,0,0,0,6,3,0,1,1,74,74,,TLSv1.2,0,,http/1.1,,TLSv1.3;TLSv1.2,,,,14;0;14;0;0;14;0;0;28;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0,,0
11,6,1749653940.96,1749653941.672,0.712,172.31.14.200,56298,198.35.26.96,443,91.176,TLS.Wikipedia,Unknown,www.wikipedia.org,14,1659,751,5,904,566,0.295,Upload,45.2,62.5,1,88.0,664,217.9,0,58.7,664,182.7,0,19.0,38,19.0,54,118.5,583,136.8,66,180.8,337,127.8,0,0,0,16,6,2,2,2,0,0,0,11,3,2,1,1,0,0,0,5,3,0,1,1,74,74,,TLSv1.2,0,,http/1.1,,TLSv1.3;TLSv1.2,,,,16;0;16;0;0;16;0;0;33;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,,0
15,6,1749653941.853,1749653941.896,0.043,172.31.14.200,56314,198.35.26.96,443,91.176,TLS.Wikipedia,Unknown,www.wikipedia.org,10,1419,751,4,2262,1990,-0.229,Download,52.9,87.9,1,6.7,29,10.0,0,5.1,29,9.1,0,18.5,37,18.5,66,141.9,583,155.8,74,565.5,1514,558.0,0,0,0,13,5,0,2,0,0,0,0,9,3,0,1,0,0,0,0,4,2,0,1,0,74,74,,TLSv1.2,0,,http/1.1,,TLSv1.3;TLSv1.2,,,,0;0;16;0;0;16;0;0;33;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0,,0
14,6,1749653941.671,1749653941.715,0.044,172.31.14.200,44676,23.192.228.4,443,91.0,TLS,Unknown,www.example.com,10,1409,765,8,2217,1681,-0.223,Download,54.3,75.8,1,5.6,27,8.8,0,4.8,27,8.5,0,8.0,36,14.1,54,140.9,583,156.9,66,277.1,1149,350.3,0,0,0,15,7,2,2,2,0,0,0,7,3,2,1,1,0,0,0,8,4,0,1,1,74,74,,TLSv1.2,0,,http/1.1,,TLSv1.3;TLSv1.2,,,,14;0;14;0;0;14;0;0;28;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0,,0
4,6,1749653939.095,1749653939.138,0.043,172.31.14.200,40072,23.192.228.15,443,91.0,TLS,Unknown,www.example.com,10,1409,765,8,2217,1681,-0.223,Download,54.3,75.8,1,4.6,28,8.9,0,4.8,28,8.9,0,8.0,30,11.3,54,140.9,583,156.9,66,277.1,1149,350.3,0,0,0,15,7,2,2,2,0,0,0,7,3,2,1,1,0,0,0,8,4,0,1,1,74,74,,TLSv1.2,0,,http/1.1,,TLSv1.3;TLSv1.2,,,,14;0;14;0;0;14;0;0;28;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0,,0
8,6,1749653940.778,1749653940.82,0.042,172.31.14.200,40076,23.192.228.15,443,91.0,TLS,Unknown,www.example.com,10,1409,765,9,2283,1681,-0.237,Download,54.3,73.6,1,4.1,27,8.1,0,4.5,27,8.6,0,6.3,29,10.3,54,140.9,583,156.9,66,253.7,1149,336.9,0,0,0,16,7,2,2,2,0,0,0,7,3,2,1,1,0,0,0,9,4,0,1,1,74,74,,TLSv1.2,0,,http/1.1,,TLSv1.3;TLSv1.2,,,,14;0;14;0;0;14;0;0;28;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0,,0
