#flow_id,protocol,first_seen,last_seen,duration,src_ip,src_port,dst_ip,dst_port,ndpi_proto_num,ndpi_proto,proto_by_ip,server_name_sni,c_to_s_pkts,c_to_s_bytes,c_to_s_goodput_bytes,s_to_c_pkts,s_to_c_bytes,s_to_c_goodput_bytes,data_ratio,str_data_ratio,c_to_s_goodput_ratio,s_to_c_goodput_ratio,iat_flow_min,iat_flow_avg,iat_flow_max,iat_flow_stddev,iat_c_to_s_min,iat_c_to_s_avg,iat_c_to_s_max,iat_c_to_s_stddev,iat_s_to_c_min,iat_s_to_c_avg,iat_s_to_c_max,iat_s_to_c_stddev,pktlen_c_to_s_min,pktlen_c_to_s_avg,pktlen_c_to_s_max,pktlen_c_to_s_stddev,pktlen_s_to_c_min,pktlen_s_to_c_avg,pktlen_s_to_c_max,pktlen_s_to_c_stddev,cwr,ece,urg,ack,psh,rst,syn,fin,c_to_s_cwr,c_to_s_ece,c_to_s_urg,c_to_s_ack,c_to_s_psh,c_to_s_rst,c_to_s_syn,c_to_s_fin,s_to_c_cwr,s_to_c_ece,s_to_c_urg,s_to_c_ack,s_to_c_psh,s_to_c_rst,s_to_c_syn,s_to_c_fin,c_to_s_init_win,s_to_c_init_win,server_info,tls_version,quic_version,ja3s,advertised_alpns,negotiated_alpn,tls_supported_versions,ssh_client_hassh,ssh_server_hassh,flow_info,plen_bins,http_user_agent,label
10,6,1749653987.605,1749653987.649,0.044,172.31.14.200,50028,23.192.228.15,443,91.0,TLS,Unknown,www.example.com,10,1409,765,9,2283,1681,-0.237,Download,54.3,73.6,1,4.8,28,8.8,0,4.8,28,8.8,0,6.7,30,10.7,54,140.9,583,156.9,66,253.7,1149,336.9,0,0,0,16,7,2,2,2,0,0,0,7,3,2,1,1,0,0,0,9,4,0,1,1,74,74,,TLSv1.2,0,,http/1.1,,TLSv1.3;TLSv1.2,,,,14;0;14;0;0;14;0;0;28;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0,,0
5,6,1749653987.056,1749653987.101,0.045,172.31.14.200,60792,23.192.228.4,443,91.0,TLS,Unknown,www.example.com,10,1409,765,8,2217,1681,-0.223,Download,54.3,75.8,1,5.9,28,9.1,0,5.0,28,8.8,0,8.4,37,14.4,54,140.9,583,156.9,66,277.1,1149,350.3,0,0,0,15,7,2,2,2,0,0,0,7,3,2,1,1,0,0,0,8,4,0,1,1,74,74,,TLSv1.2,0,,http/1.1,,TLSv1.3;TLSv1.2,,,,14;0;14;0;0;14;0;0;28;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0,,0
14,6,1749653988.149,1749653988.194,0.045,172.31.14.200,50036,23.192.228.15,443,91.0,TLS,Unknown,www.example.com,10,1409,765,9,2283,1681,-0.237,Download,54.3,73.6,1,4.2,28,8.4,0,4.8,28,8.9,0,6.5,29,10.3,54,140.9,583,156.9,66,253.7,1149,336.9,0,0,0,16,7,2,2,2,0,0,0,7,3,2,1,1,0,0,0,9,4,0,1,1,74,74,,TLSv1.2,0,,http/1.1,,TLSv1.3;TLSv1.2,,,,14;0;14;0;0;14;0;0;28;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0,,0
2,6,1749653987.053,1749653987.056,0.003,172.31.14.200,49018,198.35.26.96,443,91.0,TLS,Unknown,,3,174,0,2,156,24,0.055,Mixed,0.0,15.3,2,2.0,2,0.0,0,1.0,2,1.0,0,0.0,0,0.0,54,58.0,66,5.7,66,78.0,90,12.0,0,0,0,3,1,2,0,2,0,0,0,1,0,2,0,1,0,0,0,2,1,0,0,1,0,0,,0,0,,,,,,,,100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,,0
6,6,1749653987.235,1749653987.605,0.37,172.31.14.200,49024,198.35.26.96,443,91.176,TLS.Wikipedia,Unknown,www.wikipedia.org,14,1659,751,6,2418,2014,-0.186,Mixed,45.2,83.3,1,45.6,324,105.6,0,30.4,324,88.9,0,122.0,329,147.1,54,118.5,583,136.8,66,403.0,1514,510.4,0,0,0,17,6,2,2,2,0,0,0,11,3,2,1,1,0,0,0,6,3,0,1,1,74,74,,TLSv1.2,0,,http/1.1,,TLSv1.3;TLSv1.2,,,,14;0;14;0;0;14;0;0;28;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0,,0
11,6,1749653987.781,1749653988.149,0.368,172.31.14.200,49040,198.35.26.96,443,91.176,TLS.Wikipedia,Unknown,www.wikipedia.org,13,1593,751,6,2418,2014,-0.206,Download,47.1,83.3,1,45.2,321,104.6,0,32.9,321,91.5,0,120.7,325,145.3,54,122.5,583,141.2,66,403.0,1514,510.4,0,0,0,16,6,2,2,2,0,0,0,10,3,2,1,1,0,0,0,6,3,0,1,1,74,74,,TLSv1.2,0,,http/1.1,,TLSv1.3;TLSv1.2,,,,14;0;14;0;0;14;0;0;28;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0,,0
15,6,1749653988.329,1749653988.374,0.045,172.31.14.200,49050,198.35.26.96,443,91.176,TLS.Wikipedia,Unknown,www.wikipedia.org,10,1419,751,4,2262,1990,-0.229,Download,52.9,87.9,1,6.5,30,10.5,0,5.0,30,9.5,0,19.0,38,19.0,66,141.9,583,155.8,74,565.5,1514,558.0,0,0,0,13,5,0,2,0,0,0,0,9,3,0,1,0,0,0,0,4,2,0,1,0,74,74,,TLSv1.2,0,,http/1.1,,TLSv1.3;TLSv1.2,,,,0;0;16;0;0;16;0;0;33;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0,,0
9,6,1749653987.281,1749653987.719,0.438,172.31.14.200,40172,52.206.159.132,443,91.0,TLS,AmazonAWS,httpbin.org,11,1527,817,8,2058,1522,-0.148,Mixed,53.5,73.9,1,47.9,72,29.2,0,40.0,114,40.7,0,72.6,116,39.8,54,138.8,583,152.4,66,257.2,1140,353.3,0,0,0,16,7,2,2,2,0,0,0,8,3,2,1,1,0,0,0,8,4,0,1,1,74,74,,TLSv1.2,0,,http/1.1,,TLSv1.3;TLSv1.2,,,,14;14;0;14;0;14;0;0;0;0;0;14;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0,,0
13,6,1749653987.827,1749653988.264,0.437,172.31.14.200,40184,52.206.159.132,443,91.0,TLS,AmazonAWS,httpbin.org,11,1527,817,8,2058,1522,-0.148,Mixed,53.5,73.9,1,48.0,72,28.7,0,40.1,112,40.0,1,72.4,117,39.5,54,138.8,583,152.4,66,257.2,1140,353.3,0,0,0,16,7,2,2,2,0,0,0,8,3,2,1,1,0,0,0,8,4,0,1,1,74,74,,TLSv1.2,0,,http/1.1,,TLSv1.3;TLSv1.2,,,,14;14;0;14;0;14;0;0;0;0;0;14;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0,,0
17,6,1749653988.376,1749653988.624,0.248,172.31.14.200,59250,3.212.149.75,443,91.0,TLS,AmazonAWS,httpbin.org,7,1287,817,5,1463,1125,-0.064,Mixed,63.4,76.8,1,48.8,72,29.6,0,34.4,72,32.2,0,58.0,100,42.4,66,183.9,583,175.8,66,292.6,1140,424.1,0,0,0,11,5,0,2,0,0,0,0,6,3,0,1,0,0,0,0,5,2,0,1,0,74,74,,TLSv1.2,0,,http/1.1,,TLSv1.3;TLSv1.2,,,,0;20;0;20;0;20;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0,,0
1,6,1749653987.052,1749653987.17,0.118,54.210.149.66,443,172.31.14.200,41512,91.0,TLS,AmazonAWS,,3,795,597,4,240,0,0.536,Upload,75.0,0.0,4,38.7,72,27.8,0,59.0,118,59.0,0,0.0,0,0.0,66,265.0,632,259.8,54,60.0,66,6.0,0,0,0,5,2,2,0,2,0,0,0,3,2,0,0,1,0,0,0,2,0,2,0,1,0,0,,0,0,,,,,,,,50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,,0
